generated_at,git_commit,config_hash,n,seed,rps_test,accuracy_test,achieved_tier,champion_top1,p_win_top1,provisional
2026-06-04T11:29:42+00:00,bd165e1a78f9,40a128ca0b78,100000,42,0.1608101353582276,0.6035805626598465,stretch,Argentina,0.1507,True
2026-06-04T11:39:40+00:00,bd165e1a78f9,40a128ca0b78,100000,42,0.1608101353582276,0.6035805626598465,stretch,Argentina,0.1507,True
2026-06-04T13:53:01+00:00,bd165e1a78f9,40a128ca0b78,100000,42,0.1608101353582276,0.6035805626598465,stretch,Argentina,0.1511,True
2026-06-05T01:14:57+00:00,6f5184968cdd,40a128ca0b78,100000,42,0.1608101353582276,0.6035805626598465,stretch,Argentina,0.1511,True
2026-06-05T01:15:22+00:00,6f5184968cdd,40a128ca0b78,100000,42,0.1608101353582276,0.6035805626598465,stretch,Argentina,0.1511,True
2026-06-25T03:14:39+00:00,291c185696a7,40a128ca0b78,100000,42,0.1608101353582276,0.6035805626598465,stretch,Spain,0.1367,True
